params,molecule,choice,fails,time,weight,logp
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 4 true,BrSTc1ncc(O(C2=[TH+]OTN(C(=C)CC3)C3N2))o1,1046,478,217433,3170,-149
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,N(F)=NN(F)OCTTSTc1ccccc1C#CC(CC2(CI))N2R,4332,2079,916975,4360,270
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 2 4 true,C1CC(C2OC(C(OC(OCCTCC#C)TCTCTCX))CC2)OC1,39,0,85597,3080,-334
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,c1csc([O-])c1C[C@@]ON(CC)TTOC(T)C[N+]COC,936,433,283112,2891,-301
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 2 true,XSOT[TH+]OCCO[C@@]c1cc(F)c([C@])n1[TH+]R,2870,1369,810882,2201,-303
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 2 true,Ic1onc(Cc2scnc2T/C(O[TH+])=N/T)c1O[C@@]F,38,6,41889,3820,-121
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 1 2 true,C(CC(COCOC#CCOCOC)C#C[C@]#C)TTTTC1CTCCC1,205,19,160114,3160,-300
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 1 2 true,C(CC(C#COC=CC#C)COCOCOC#CC#C)TTTC1CTCTC1,84,24,89985,3240,-308
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,C1(CN1(Cl))=[C@H]C2(ON(TSBr)C=N[C@@]=NC2)C,1058,476,265796,3235,31
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 3 true,S=[TH+]c1nc2(SO2)c(TC(X)T[TH+]\N=C/C)c1I,4322,2078,938462,3231,-383
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 2 2 true,C1CC(CC#CC(CC=CTCOC#CSC#C)CTC2CTCTC2)TC1,41,0,91684,3241,-106
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 2 2 true,C1CC(CC#CC(CC=CTCOC#CSC#C)CTC2CTCTC2)TC1,41,0,89088,3241,-106
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 2 4 true,C1CC(CC2CCSCC2(C(CTCOCOCTCTCCC(CF))))SC1,82,8,132803,3902,121
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 2 true,c1[nH]ccc1TN=[C@H]O[N+]#CSC([TH+](X)X)=O,108,41,39382,1941,-344
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 2 true,c1[nH]c2c(T[N+]2(c3nscc3X))c1SC#CC/N=N\O,2769,1320,799351,2752,111
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,[C@@](S\N=[C@@H]\C(N=NS[N+]1TSCS1))(C)=S,32,0,42126,2835,135
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 2 2 true,C1CC(CT)C(CC#CC#CC#CC=CCCCCTC2TTCOC2)TC1,41,0,78766,3060,177
40 maxMarginalStrengthLDS true false 2 1 1800 0 5000 -400 500 3 4 true,C1C(TC(C2TCTC2)C(CCBr)CCCCC=C3(CTC3))CCC1,51,3,154874,3509,71
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,XN=NOc1snnc1OT[C@@]=[C@](C(Cl))CC=[C@]C#N,51,13,41689,2836,-118
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,TSN(O(I))[TH+][C@](Cl)TCC[C@]ON=Cc1ccnn1F,34,1,34060,4065,-130
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -200 -100 3 2 true,C1CC(C2TC(C#CTCTC#C[C@@]3CCTC3)=NC2)TC1_,184,16,407396,2230,-132
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,ClN(Cl)c1cc2c(CCC=C2)n1N=[C@@]TN=NO[TH+]SR,30,1,39186,3041,137
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 4 true,S1OSN(C(F)=C2(I))C2[C@](OTN=[N+]O3)=C3N1,2786,1325,746443,3751,159
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 4 true,S(c1cnsc1R)/C=[C@](ON=CC(T)(TT)T)/[C@@H],1361,636,508430,2122,-101
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 3 true,FOTTN1[N+]SCN=CC2([C@@H](I)C(X)T2)[TH+]1,88,29,50015,3030,-307
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 3 true,[C@]=C=NSc1c(X)[nH]c(CCCBr)c1C2C3(TT3)T2_,1114,516,476357,2800,145
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,I[TH+]1TO[N+]N([C@]CI)C(C=NT)([N+]R)CT1_,32,2,37956,3968,-312
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 4 true,IS(=O)(=O)C1(TC1(T))[C@]O[C@H]T\[N+]=N/O,4667,2252,1073524,3010,-313
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 3 2 true,FOC1CC(C2TC(COCC=CC#CC#CC3TTOTC3)CC2)TC1,40,0,94801,3020,-154
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 3 true,O1N=N[C@@H]SOC(N(T)C2(C\C=[C@@H]/T))N2N1,1737,817,782835,2151,-118
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,c1ncnc(Br)c1TTC=[N+](C=C[N+]=NCCBr)TO[N+]F,36,3,26045,3968,105
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 2 true,c1[nH]nc(TCN=CC2OT2)c1N([C@]N3)[C@H]3C#N,28,1,37365,2150,-170
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,S1(=O)(=O)STTS[TH+](CTC=[C@]CC=CI)[C@]S1,1505,710,258931,3753,-333
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 100 200 3 3 true,C1C(C2OC(C(OCCTCCOCCCC)C3OCCCC3)OC2)TSC1,42,1,111577,3861,136
40 maxMarginal true false 2 1 1800 3750 4250 -400 -300 2 3 true,C1CC(CC2CCTCC2(C(C)CTCTCTCOC=NCTCOBr))SC1,58,12,126272,4180,-319
40 maxMarginalLDS true false 2 1 1800 3750 4250 -400 -300 2 3 true,C1CC(CC2CCOCC2(C(COCTCTCTCOC)TTOCCF))SC1,46,4,140340,3761,-311
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 4 true,O(R)O/C(F)=[N+](N1SO[C@](=CBr)OO[C@H]1)\O,4885,2360,796381,3060,-309
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 1 3 true,C(CC(COCCTCCOCCOCCOCCTCC(CT))C1CTCCC1)CX,45,2,121489,3840,-108
40 maxMarginal true false 2 1 1800 3750 4250 -200 -100 1 3 true,C(CC(COCCTCCOCCOCCOCCTCC(CT))C1CTCCC1)CT,54,7,110904,3840,-100
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,T=N[N+]OTTCTC[C@@]Tc1c(C(CCCCCCBr)Cl)cnn1C,32,2,53199,3774,120
40 maxMarginalStrength true false 2 1 1800 3750 4250 100 200 3 4 true,C1C(C2SC(C(OCCTCCOC(C))C3CCOCC3)OC2)SSC1,41,1,125796,4063,134
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 3 2 true,Br\N=C(c1nonc1c2nocc2N(CC3)[TH+]3[TH3+])\S,2964,1415,1093434,3160,-351
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 2 true,XOc1nsnc1c2c[nH]nc2N(Br)C#CC(=C=CBr)O[TH3+],28,3,31943,4169,-114
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,RSc1snnc1OTSN=[C@H]C(C)CC(C=[C@@]2)C2C=O,585,255,185112,3133,108
40 maxMarginalLDS true false 2 1 1800 1750 2250 -400 -300 3 4 true,C1CC(C(C2CCTC2)(C3C(C[TH+]F)TTTC3))CC1__,285,24,519591,2090,-366
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 4 true,Xc1nnc(CCT/C(N2SO[C@](=C(I))CCO2)=N/C)s1,314,137,121016,4101,-313
40 maxMarginal true false 2 1 1800 1750 2250 -400 -300 3 4 true,C1CC(C(C2CCTCC2)(C(C#C)[N+]3TTTC3))TC1__,124,45,136047,2020,-310
40 maxMarginalStrength true false 2 1 1800 0 5000 -400 500 1 3 true,C1CC(SC(TC)CCTC(CCCCOCCCCCCCTCCCTC)C)TC1,50,5,69207,3961,336
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 4 true,ROc1ncn(F)c1S(=O)(=O)[C@]([TH3+])=C[N+]#C,4362,2106,924955,2121,-190
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 3 true,[C@][TH+]c1snnc1c2c3(TS3)cc(F)c2C(R)OOTCl,3911,1884,905581,2907,111
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 4 true,IOc1conc1TS(=O)(=O)TOC(Cl)C#C[C@@](=CF)CX,1071,490,223886,4155,-314
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,TTTCCC(C)C(CC[C@@]1)=[C@@]1S[N+]N=NTN=NBr,1161,526,253723,3050,102
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,IN=[TH+]SOS(=O)(=O)C#CCC[C@]c1cc[nH]c1OR,23,1,26342,3941,-118
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,c1cnoc1[TH+]SO\[C@H]=C(ON=N([TH+](Br)))/O,139,58,40401,2820,-305
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 100 200 2 2 true,C1CC(C(SCTCTCC=CCCCCCCCOCCOCC2TCTC2))SC1,41,0,83474,4122,118
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,N(Br)(CCCC1([C@@]2(T[TH+]C#N)[TH+]C2))N1R,4409,2125,940762,2159,-172
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,CTOCOOc1cscc1c2oncc2N(I)C=C(F)C=C[C@]CSX,31,0,37957,4961,332
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 3 true,CO[C@]1(C2([C@H]S2)[C@](Br)TT1)TTOCC=NOTI,4941,2387,1067211,3919,-308
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,N1C2([N+][TH+](SOC#[N+]c3[nH]ncc3)O2)CO1,1046,478,299350,2271,-217
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 2 4 true,C1CC(CC(CC(CC)COCCCCC=C(C)C2TTTC2)CT)TC1,44,2,92236,3040,100
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,c1onc(CBr)c1CCCCC/[N+]=C(Oc2nonc2O[N+])\S,259,104,175291,4060,136
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 4 true,c1scc(T/[TH+]=C/[TH+](O(c2occc2O(I))))n1,569,251,233091,3210,-308
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 1 3 true,O=CC(CTC1COTC1(C(OC=[C@]TCTCTC)))C______,290,22,423948,2240,-327
40 maxMarginalStrength true false 2 1 1800 1750 2250 100 200 2 3 true,C#CC(C1TC(C2CC(C=C=CTTTTC)=CC2)CC1)=C___,41,0,113172,2220,165
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,N(=T)N=[C@]c1oncc1N(TCTC=[TH+]2)[C@]2SI_,579,256,532311,3190,-386
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 2 3 true,c1sc2c([N+]N(R)[TH+]N=[N+][C@H]2)c1N(Cl)C,598,267,299136,2186,107
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,N1C(OTC2TC2(c3nnc(Br)n3C#[N+]C))=N[C@H]1_,633,278,277441,2809,-108
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 3 true,C([C@@]1SSTTC1(c2nnccc2TOC[TH+]Cl)(I))#N_,1757,822,426086,3846,-317
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,O(R)c1occ(c2n[nH]nc2TTC[C@H]CI)c1O[C@]TBr,28,1,31198,4248,138
40 maxMarginal true false 2 1 1800 2750 3250 100 200 3 4 true,C1TC(C(C2CTCTC2)C(CCCC(C)C)CCC3TCTC3)CC1,39,0,106699,2880,117
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 4 true,N1S(=O)(=O)C2(SN(C=CCC3=CCC3)C=C2)TCTSN1,1871,878,505509,3113,101
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 100 200 2 4 true,C=CC(C1TC(C2TC(C(C=CT)=NTC)CT2)CC1)=C___,45,2,96151,2130,100
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -200 -100 2 3 true,C#CC(C1TC(C2=C(C=C=CTTTTOC)OC2)=C1)=C___,50,5,99140,2100,-107
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 4 true,FS(=O)(=O)C([C@][C@]CC=CI)SOOC(TCN1)C1OX,2786,1321,717121,4211,-321
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,RCTC[N+]=[C@](Br)C(C1CC1)=NN=NOCT[N+]=NCC,1212,563,331067,3169,171
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 2 3 true,C1CC(C2TC(C(#CCOCC#CC#CC=CTCTCC))TC2)TC1,40,0,80234,2780,-108
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,T(Br)C[TH+]N(OC1TN1)C(T)=C=NC=[C@@]=CCOTF,1288,598,343723,2769,-319
40 maxMarginal true false 2 1 1800 0 5000 -400 500 2 3 true,C(C(CTC)CCSCTCCCTCCCTCTCC)C1CC(C2CCC2)C1,56,9,124436,3641,197
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 1 3 true,CTCC(C(OC(COCC#CC#CC#CC#CTCOCTC)X)TC1)C1,54,8,67544,3100,-317
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,[O-]c1coc([TH+]C2N=[N+](S(X))C(C)ON2)c1T,535,243,222614,2151,-157
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -200 -100 3 4 true,C1C(C2OC(COC(C(CCTCTCOCC3SCOC3)))C2)SOC1,107,6,309196,3762,-102
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 3 3 true,C1TC(C(C2CTCTC2)C#CC(COCOC)COC3TCTC3)CC1,39,0,116231,3040,-149
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 3 3 true,C1TC(C(C2CTCTC2)C#CC(COCOC)COC3TCTC3)CC1,39,0,124921,3040,-149
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 2 3 true,T/N=[C@@](C1[C@@H]SSTSC2(TC=CC2(R))C1)\T,51,12,19499,2153,105
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,I[N+]1(c2sncc2Cc3occ(C(=T))c3)CSN=NC=NT1,729,332,278025,4161,193
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,FN1SN(R)C[C@H](S[TH+]c2ocnc2Tc3ccccc3)O1,580,253,313999,2982,138
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,[C@@H]c1snnc1C2(COON=CCC2(OCl))C(C3TT3)=O,40,7,43554,3016,-113
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,Br[N+]OCTc1[nH]cc(SCl)c1C(c2c(C=C)nnn2R)OBr,26,0,32398,4564,12
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,O=[N+]TC(R)([C@]c1cccn1I)[TH+]C2=NN=NTC2,406,177,112893,3159,-135
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 4 true,Rc1oc2c([C@@]C=NN(Br)CS2(=O)(=O))c1OC3TO3,1745,818,507987,3170,110
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 4 true,S(I)TCc1sc(T)cc1C(C=C2(N3TT3))=C2[TH+]OBr,2392,1135,649842,4130,-193
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,RTTT/N=[N+](c1[nH]cnc1OT[C@@H]CC(I)CBr)/C,357,158,111916,3848,-100
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 4 true,c1oc(Cl)c(N(X)c2snnc2Br)c1c3ocnc3[N+](CT)F,6710,3268,1008478,3935,195
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 4 true,c1n([C@])cc(C(Cl)T[C@@](X)SC#C)c1N=[C@@]T,46,9,30212,2236,104
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 3 4 true,CSC1CC(C2TC(CC(CC(CC)CTCC3TTCOC3))C2)TC1,82,21,112815,3081,199
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,RCTN([O-])CTCOC1(C(F)N1)N=[C@@H]CC=CTSCC,440,194,128116,2751,-312
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 3 3 true,COC1CC(C2TC(CC(CC=CCCCT)C3TTCOC3)TC2)CC1,67,6,108728,3040,165
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 2 true,O1SN(C2=NN2(S[TH+][TH+]C))OC[C@@][C@]O1_,645,287,176148,2232,-342
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,XN=NC=[C@]TTC(F)c1onnc1[C@@]C(I)(C(Br))TX,272,109,97813,4008,41
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,Xc1sc(SS[N+]S[C@]SC=[TH+](I))nc1[C@@H]=S,84,30,41476,4245,-115
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 4 true,[TH3+]c1ncc(O(C(=C(Cl))TTCOTC=N[C@@H]R))o1,3735,1794,1108104,2155,102
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 2 true,O1SCCSC(T[TH+]C[TH+]([C@@]=C)S2)=[N+]2O1,1048,483,573314,2223,-320
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,C(c1snnc1O\C=C(OOS(F))/O)#CC/[N+](Cl)=C\S,1063,478,204896,3568,166
40 maxMarginalStrength true false 2 1 1800 3750 4250 -200 -100 1 2 true,C1CC(C(TCOCC#COCOCCOCC#CCTCOCTCCCTF))TC1,37,0,81712,3820,-147
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 2 3 true,c1cscc1[TH+]C2(O[C@](C)S2)/C(R)=[C@@H]/O,1035,477,556080,2132,119
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,O=[N+]OON=NS[N+]OCc1c2c([C@]C2)c3(CC3)n1,24,1,51702,2841,74
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,[TH3+]/C(Oc1nnsc1c2n(I)c3c(TT3)c2)=[N+]\T,2888,1379,792648,3170,-133
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,c1[nH]c(O(Cl))nc1C([N+]2=NSC=CTT2)S[C@@H],254,104,82124,2607,-43
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,O1CCTN=C[N+]([C@H]OSCCBr)(TT2)[C@@]2[C@]1,1051,479,370438,2800,-173
40 maxMarginalStrength true false 2 1 1800 3750 4250 -400 -300 2 2 true,C1CC(C(TCTCTCCOCCTCCOCCTCCOCC2OCOC2))CC1,38,1,125747,3840,-311
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,N1OTOC(C[C@H]/C(N(X)[C@](=C)Br)=N/O)=COO1,3424,1639,560834,2939,-100
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 3 4 true,Rc1ncoc1[TH+](N(I)N2(C3TTT3))C2([C@H])Cl_,1747,819,813092,2964,-332
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,C#[N+]c1sc(c2nonn2)c(N(OC)[C@]C(#N))c1SC,1230,569,437121,3072,193
40 maxMarginalLDS true false 2 1 1800 0 5000 -400 500 1 2 true,C(CCCOCC(CCCCCOCTCSCCC)CCCC)TCTCC1TCCTC1,41,0,114801,4261,335
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,C(c1nn(c2nocn2)cc1S[TH+][C@]Cc3cscc3Br)#N,635,281,204391,3801,106
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 2 true,S1[N+]N=CC(N2OSC(TCC#C[C@]I)CTO2)[TH+]C1,4389,2106,1163494,3851,-321
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -200 -100 1 4 true,T=CC(C(C(C=COC=CC1TCTC1))=NT(TC))C______,41,0,97435,2030,-171
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 100 200 1 3 true,T=CC(C(C(C=C=CTOC1TC=C1)=CCTCTF))C______,38,0,93807,2180,110
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,ION=NTc1[nH]c2c(SN=[TH+][N+](Br)(R)C2)c1Cl,1819,855,349544,4214,104
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 2 4 true,C#CC(C1TC(C(=C(C#COC2TTTC2)OT))CC1)=C___,87,9,150065,2120,-310
40 maxMarginalStrength true false 2 1 1800 1750 2250 100 200 1 4 true,T(CC(C(C(CCC[C@]C1TCTC1)CCCTCT)))C______,342,153,152562,2220,129
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 3 3 true,ClOc1cc2(ST2)nc1c3ocnc3ON=C([TH+](X)I)CCC,775,352,181026,4235,-319
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,FO[C@@]=CN(TST1)N1C(CN2(I))=[N+]2[C@@]X_,58,13,41364,3150,-136
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 4 true,O1T[C@@H]N(X)OC(TC2(Cl)(c3cc[nH]c3))N2TT1,4522,2184,1119869,1985,-115
40 maxMarginal true false 2 1 1800 0 5000 -400 500 1 4 true,C(CCC)CC(CC(CC)CTCC(CCCCTCTCTCC1CCTC1))C,120,40,92900,3480,244
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 2 4 true,C1CC(C2OC(C(OC(OCCTCC#C)TCTCTCX))CC2)OC1,39,0,79214,3080,-334
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,C[TH+]c1nnc(N(X)CS(C=CCCCCCC))nc1[C@H]SR,39,8,48174,3112,120
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 3 2 true,S1S[C@H]CC[C@H](C([TH+]T2)C2OTON3)N3T1__,849,392,313633,2052,-319
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,[O-]OSSC1([C@H](Br)C1)[TH+]OCC=NC=[TH+]OX,26,0,41217,3021,-365
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 1 4 true,CTCC(C(OC(CCTC(CC#CC#CC#CTC)CTC)Cl)TC1)C1,37,0,86350,3165,-100
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,T=COCCTSC#C[C@@]1(N(Cl)N(C)S1)/C(SCBr)=N/S,255,101,99482,4188,160
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,Clc1n[nH]c(Cl)c1OOTN(C(=[C@@H]X)C#CCl)STC#N,1281,600,255015,3226,167
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 3 true,F/N=C(c1onnc1N2[TH+]TOTC3(C=CC3)C2(C))\T,116,47,101024,2230,-109
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,S1N=[N+]TTSN([N+]T[C@H]CC=[C@](=C=CBr))S1,1275,596,287364,3112,-339
40 maxMarginalStrength true false 2 1 1800 3750 4250 100 200 1 2 true,C1CC(C(OCOCCCCTCOCC=CCCCCTCCCTCCCTF))TC1,41,0,64981,3980,195
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,ClCTON(F)O[N+]c1c([N+](Br)CCC=C(C))cnn1N=S,1126,513,268930,4025,114
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,N1TTSSS(=O)(=O)[TH+](C[C@]C#CCCC(C)CCl)N1,1051,479,167536,3098,-197
40 maxMarginal true false 2 1 1800 1750 2250 -400 -300 1 2 true,T(C(C#C)C#CCC#COC#COC#C[N+])TC1TTTC1____,5219,2590,984531,2220,-309
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,XSSN(Cl)C=CC1(C(C)=C1(C))TTOc2cccn2S[TH3+],1582,738,402052,3188,101
40 maxMarginalLDS true false 2 1 1800 1750 2250 -400 -300 1 2 true,T(C(C#COC#CCTCOC#C)C#C[C@]=C)C1TTTC1____,147,12,145645,2220,-316
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,O1TCN=[TH+]N=C(c2sc(I)nc2C3=COCSCC3)N1__,1747,814,762374,4071,150
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 2 true,CTc1snnc1c2[nH]cnc2ST[C@@](=C([TH+])I)SCl,113,45,41369,4147,-325
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 2 true,[TH3+]\N=[C@@](C(N=[N+]CC1CST[N+]1)=NF)/S,577,252,188530,2222,-104
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,ClS[C@]#CTOCN1C(C(=C)S[N+]=[C@@H]S2)N2TS1,44,6,36191,3109,36
40 maxMarginalLDS true false 2 1 1800 1750 2250 -200 -100 2 2 true,C1CC(C(C#CC#CC=C[C@@])=C=CTC2TTTC2)TC1__,40,0,142977,2060,-199
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 1 3 true,C(CC(C=CC=CC(C=CC=C)CCCCCTTTC1CTCTC1))C_,41,0,80447,2980,157
40 maxMarginal true false 2 1 1800 1750 2250 -200 -100 2 2 true,C1CC(C(C#CC#CC=C[C@@])=C=CTC2TTTC2)TC1__,40,0,133424,2060,-199
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,BrC=[N+]([C@H])c1cnc(N(TTTC=CC=NC#N)CI)o1,51,12,50752,4208,-103
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,N(F)=C[TH+](N=S)c1cccn1C(=CF)N=N[C@@]OSCl,572,255,234301,3237,110
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 3 2 true,S1T[C@]N(TS[C@]2(CC2)[TH+]T3)N3TCO[C@@]1,519,236,203337,1892,-306
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,I\N=C(T/N=[N+]([N+]=[TH+]TN1C(F)S1)\C)\T,77,26,31489,2880,-148
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,XN(F)SS(=O)(=O)ON=CN(c1ccccc1Br)[C@]#CC#N,121,50,57262,3871,185
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,RN(Br)T[N+][N+]([C@@H](C(F)T1)N1TCl)[N+]SC,906,418,139017,2815,-175
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,ITTN1[N+]S(=O)(=O)TN([C@]=CCC2(Br))C2CTC1,26,1,31297,4029,-144
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 3 4 true,X[TH+]SOTN([TH+](C=C1(C2CC2(I)))N1O3)C3X,282,118,135989,2980,-341
