params,molecule,choice,fails,time,weight,logp
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,FN(F)CTSN(Br)C(Cl)=N[C@@][C@@H](OCOCO1)C1Cl,30,1,39216,4030,115
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 3 4 true,FCC1CC(C2TC(CCTC(=CCTC))C3(TCCC3)TC2)SC1,114,11,101363,2941,113
40 maxMarginal true false 2 1 1800 1750 2250 100 200 2 4 true,C1CC(C(C2CC(CC(C[C@])=C=CTTTC)TC2))TC1__,37,0,106468,2160,127
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,ClO\C(OOc1[nH]nnc1c2ocnc2C(C3(CC3)Br))=N\O,24,0,35928,3914,16
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,[N+]N(X)[N+]TSOC=C=CC(CC(Cl)C1)N1[C@@]OSF,269,111,114439,3167,107
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,O=C[TH+]\C(OC)=C(OSCc1cc[nH]c1T/C=N/S)/O,33,3,47515,2862,101
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,RCCOT[N+]c1onnc1N(I)C#C[C@@](=C(F)CF)OCR,39,6,31781,3989,-129
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,T=CN=[C@H][C@]c1snc(CT)c1TOC(CN=S)[TH+]Br,613,268,145874,3191,-325
40 maxMarginalStrengthLDS true false 2 1 1800 0 5000 -400 500 2 2 true,C1CC(CCSCCCC(TCOCCOCCOCCCCCOC2TCTC2))TC1,62,5,252134,4141,148
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 3 3 true,COC1CC(C2TC(CC(CC)CC=CTCC3TTCOC3)CC2)TC1,47,4,105826,3040,177
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,FSSN(R)TTCc1snnc1C#[C@@][C@@](C(Br)(Br))=O,282,114,90892,4191,111
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,C1([C@@H]S[N+]=C(SN2CC2)S1)(Cl)C(CTOR)=NT,209,92,93904,2828,111
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,ITc1onnc1C2(C3(SO3)TS2)CC#[C@][C@](I)=NX,1757,817,455181,4890,55
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,c1sc2c(T[TH+]C(=NX)OT2)c1c3[nH]ccc3CCSSI,85,31,57443,4062,123
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,ClOc1[nH]nnc1c2csc(SN(F)(Br))c2CC#CO[C@@H],206,92,44932,4106,174
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 3 4 true,C1TC(C(C2CTCTC2)C)CC(C(C)COOOC3TCTC3)CC1,178,70,121733,2940,-121
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 2 true,S(=O)(=O)=NC=CON=[C@@]TOO[N+]1[C@]=[C@]1,245,104,102624,2141,-122
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 3 4 true,C1TC(C(C2CTCTC2)C(CCOC)COC)(CC3TCTC3)OC1,68,6,124236,2940,-131
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 3 2 true,CTCC1C(CCCCCCC2(CTCOCCC3OCCOC3)CCOC2)CC1,130,12,519163,3940,186
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 4 true,S1N(R)[N+](S[C@@](T)(Cl))=NT[C@@H][TH+]C1,48,10,26069,1837,-314
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,S=[TH+]SN=NN1CN=CC2(SCTS2)C3(CC3)[C@@H]1,39,7,66852,2894,-23
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,Xc1[nH]cc(C)c1C(TC2(C3TT3))C2T[C@]=NN=NI,1649,782,332765,3109,-189
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 1 4 true,C(CC(C1CC(CC(COCCOCTCCC#CTC=CT))TTC1))C_,41,0,125436,3040,178
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,N1OTOTT[C@@](C2CC=C2)(C(Cl)O[N+]T[C@]I)O1,39,2,37244,3474,-68
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,Cl[TH+]Tc1ocnc1N(S[C@]=C2)C2OC(=N[N+]#N)Cl,29,3,32002,2921,-104
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 3 true,X/[N+](T[TH+][C@H]1[TH+]C1(SCSC)(Cl))=C\O,1873,885,547714,1987,-185
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,[O-]c1c(Cl)onc1CSc2nnc(Br)n2[C@@]\[N+]=C/S,30,1,33571,3826,106
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,S=C=C=[C@@H]c1oc(N(I)ON2CS2)nc1[C@@H]=NR,281,115,134012,3781,143
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 4 true,[C@]N(F)S[N+][C@]STN(TC1(X)(C=T))C1[TH3+],1828,855,568084,1952,-361
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,CTC[C@@H]SCSSCC(I)([C@]=[TH+]S1)N1ON=CT_,1055,477,223523,4073,-115
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 3 2 true,TOCC1C(CTCCOCC2(CTCOCOC3OCCCC3)CCOC2)OC1,129,12,521264,3860,-103
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 100 200 1 2 true,C1CC(C(OCOCCCCTCOCC=CCCCCTCCCTCCCTF))TC1,41,0,72750,3980,195
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,CTN=[C@H]TN(N(Cl)C(C)([C@]C)[TH+]1)[C@]1F,45,7,29368,1925,-70
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 1 3 true,CTCC(C(=C(COCC=CC=CC#CCTCTCOCTC)C)TC1)C1,40,0,71738,3140,-121
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,Br\N=C(OON1N=NSOO[C@H]=[C@]1(C=CI))/[TH+],255,104,115061,4219,-152
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,ClON(F)c1onnc1[C@H]\[N+](TCN=[C@]CCC)=C/C,576,255,356557,2905,112
40 maxMarginal true false 2 1 1800 0 5000 -400 500 1 3 true,C(CCC)CC(CCCCCSCTCC(CCCCTCTCTCC1CCTC1))C,50,5,103290,3941,321
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 2 true,[N+]1([C@H](C2TC2)CSTTC1)=[C@]N=[TH+]OCC,574,252,237635,1841,-381
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 2 3 true,C1CC(C2TC(C(#CCTCOTCC#CCTCOCOCF))TC2)OC1,42,3,78251,3220,-301
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,S(S(I))OOTC(=C[C@@H](X)[TH+][C@H]=N1)C1C,258,102,82828,3161,-220
40 maxMarginalStrength true false 2 1 1800 1750 2250 100 200 1 3 true,T=CC(C(C(C=C=CTOC1TC=C1)=CCTCTF))C______,38,0,91920,2180,110
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 2 3 true,C(CC(C#CC(C1TCTC1)OC=C=C)=NC2TTTC2)=C___,206,17,287119,2250,-301
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 2 true,Br/[C@H]=C(N(c1nscn1)c2n[nH]cc2c3sccc3)\S,31,3,67688,3832,282
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 3 true,IT[C@](C1TC1)c2sc(N(Cl)T3)c3c2C[TH+][C@@],2798,1329,551749,3245,-120
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,Ic1[nH]c(N(=T))nc1C(Cl)=Nc2nnoc2[C@]#CSTBr,635,280,228506,4684,122
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,S1OTTSO[C@H](C(=[C@]F)c2cocc2C[TH+]CX)S1,1081,492,246684,2793,-103
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -200 -100 1 3 true,T=CC(C(C(C=C=CTOC1TC=C1)=NCTCTC))C______,38,0,89405,2150,-155
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 100 200 1 4 true,T=CC(C(C(C=C=CR)C1TCTC1)SC=C(TF))C______,59,5,216171,2221,110
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,ROSN(CC[C@]Br)[C@@]=CC(=CCTOT1)N1[C@@]=NR,252,102,83940,3060,116
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,N1O[TH+]([C@@H])C(T)([TH+]C[N+]I)SC=NS1_,2468,1174,412773,3061,-305
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,C1([N+](N(c2onnn2)[TH3+])C1)(C=[C@])CSC#N,640,284,228333,2241,-132
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 2 true,c1cc[nH]c1C=C=[C@]N(C2TTN2)C/[C@](R)=N\T,1062,485,491657,1850,-117
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 3 true,BrC1(OS[N+]SON(O/N=C/O)C1)CC2CCC3(C=C3)N2,596,259,226602,3981,153
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 3 true,N#[N+]N=[N+]Tc1nc2(SC2(TI))c(C=[C@]=O)n1,253,101,131001,3310,63
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,FON=[TH+]OOSTSCSOc1c(Br)c2(CCC2)cc1[C@@]F,172,75,49684,4202,102
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 3 true,T(N1N(F)CN1(T[C@@H]CN=CO[TH+]=CC))\N=C/O,1768,825,571797,2160,-161
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 3 3 true,C1TC(C(C2CTCTC2)C#CC(COC)COOCC3TCTC3)OC1,41,0,123995,3060,-339
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 3 3 true,C1TC(C(C2CTCTC2)C#CC(COC)COOCC3TCTC3)OC1,41,0,108634,3060,-339
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 4 true,N(Cl)(X)\N=[N+](c1[nH]c(TC2)c2c1CC3SS3)\S,3014,1438,837322,2768,197
40 maxMarginalStrength true false 2 1 1800 3750 4250 -200 -100 2 2 true,C1CC(C(=CTCTCCOCCTCCOCCOCCSCC2TCTC2))SC1,41,0,90553,4002,-160
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 3 true,RTTSTSc1c2c([N+][C@](=C[C@](=CBr)I)O2)no1,3321,1597,929198,4180,-317
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 2 true,XC#CC=CC#C[C@](I)([TH+]S1)N1[C@H]S[C@H]Br,588,257,243355,3990,-146
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 2 true,N#[C@@]T\N=C(SN1TN1(SOCN2C[C@]CC=CC2))/C,631,277,185942,2832,-129
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 3 2 true,c1[nH]c2c(S[N+]SOO[TH+]2)c1C=NCC(C3TN3)I,1466,690,297132,3831,-301
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 2 true,[TH+]CSTSTCTSc1snc(c2ccccc2[C@]Br)c1C(C)X,263,107,122688,4053,107
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 3 true,c1n(R)cc(Br)c1OT[C@@H]N=[N+]([TH+]=T)TC#C,1467,692,446856,2249,-166
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 4 true,CCS(=O)(=O)C[TH+]C1(TT1)c2nc(T)cn2[C@H]I,1745,819,451515,3200,-306
40 maxMarginalStrength true false 2 1 1800 3750 4250 -400 -300 1 2 true,C1CC(C(#COCCTCTCTCC#CCOCCOCOCTCOCTC))CC1,91,27,78145,3780,-305
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 4 true,[TH+]O[N+]C(F)(Br)[N+]Cc1ocnc1N(I)C(TT)TC,2757,1317,592073,4098,-318
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 3 3 true,N1T[TH+]CN(X)N(C[N+]C2(C3TC3))N2[C@]S1__,3183,1526,712676,1871,-309
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 2 true,S1COSTS[N+]([C@H]=[TH+]C(SC)SCCC)=[C@@]1,303,127,104627,2995,124
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 3 true,N#C[N+]TSOCC([C@](=C))(CCTOC1)N1[C@H]TTBr,327,142,108755,3070,-344
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 4 true,ISCOS(=O)(=O)[C@@H](CF)[N+](OC=NOT1)=C1F,578,252,156751,3971,-140
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 4 true,c1c2c(S[C@H]N(T)C2(X)(R))cn1CS/[TH+]=C/O,482,220,263973,2122,-174
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,S(X)OTTCCCC=Cc1cc(C2CC2)cn1OS[N+][C@@H]X,646,288,224080,2982,108
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 4 true,C#Cc1n[nH]nc1N(I)Tc2nc(OO[C@](=C)(Cl))no2,1773,830,501601,3914,-315
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -200 -100 2 4 true,C1CC(C2TC(C(OC(TCCOCCTCCOCCCTT)))CC2)CC1,41,0,80262,3240,-100
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,ICN=[N+](Cl)C(C(CCF)=N[TH+](OO1)N1T2)N2R_,258,101,314026,3494,-258
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 4 true,X[C@@]1(TT1)[C@H]OC=[N+]OOCSC(C(F)(X))=S,148,58,39755,2242,-143
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 1 4 true,FOCC(C(OC(CC=C(CCOCC#CC#C)TCTC)TT)TC1)C1,154,14,145280,3060,-329
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 3 true,F[TH+](SC(C(N1TN1)[C@@H])Br)[C@]=Nc2ncno2,602,266,218627,2950,-328
40 maxMarginalStrength true false 2 1 1800 3750 4250 -200 -100 3 3 true,C1C(C2OC(C(OCCOCCTCOCC)C3OCOCC3)OC2)TSC1,40,1,119142,3901,-107
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 3 true,S(R)TT\N=[C@](c1sncc1N2N=CCOC2(C3CC3))\C,276,116,138189,2802,155
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,ClTCTTTC=[N+]=C(I)[TH+][C@@](CC1(=C))N1OI,854,393,168849,4243,-329
40 maxMarginalStrength true false 2 1 1800 1750 2250 -400 -300 1 4 true,TOCC(C(C(C#COC#CC1TCTC1)=C(T)TC))C______,38,1,95189,2160,-306
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 4 true,N(ST)(TT(T[C@](=CN=[C@@]TN1)C1SI))[C@@H],258,103,98792,2991,-369
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,c1snnc1T[N+]C\[C@H]=C([N+]TTN(T)I)/[C@@],38,7,30711,3110,-121
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 3 true,T[C@H]c1c2(TN(Br)N=CC2([C@]=[TH+]T))cnn1_,1408,662,754407,2249,-190
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 1 2 true,T(C(C=C=C=C=C=C=C=CCCCC=C)C)TC1TTTC1____,39,0,83986,2200,103
40 maxMarginalStrength true false 2 1 1800 1750 2250 -200 -100 2 4 true,C=CC(C1TC(C2TC(C(C#CTC)OTF)OT2)=C1)=C___,40,0,91317,2180,-110
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,O(c1cscc1C#[C@]I)C(N=NC/[N+]=N\S)O/N=C\O,79,25,33158,4241,189
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,X[N+]c1onnc1TN(X)[C@@]CC([C@](=C=CI)Br)TX,398,179,93212,3838,-302
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 1 2 true,FTCC(C(=C=CTTC#CC=CCOCOTC=C=C=CC)TOC1)C1,41,0,69435,3000,146
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 4 true,Fc1[nH]c(CCT(TN(X)C=[TH+]CF))c(CN=NOBr)n1,2792,1329,603304,3079,-302
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,XN(C([N+]C#N)([N+][C@@H]1)[C@@H]1CCTF)ST,30,0,40477,1901,-67
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,S1OTSN(CN(=[C@@]T[C@]=C=CCCCC[C@]I))OOT1,31,2,24548,4001,114
40 maxMarginal true false 2 1 1800 2750 3250 -400 -300 2 2 true,C1CC(CC#CC(CC#C)C#COC=NCTCOTC2CTCTC2)TC1,477,222,197201,3090,-320
40 maxMarginalLDS true false 2 1 1800 2750 3250 -400 -300 2 2 true,C(CC(CC#CC1CCTC1)TC2CTC=C2)CTCOC=NCTCOC_,297,21,365819,3150,-308
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,c1[nH]nnc1C=Nc2onc(OC#C)c2N(Cl)\[C@H]=N/O,1040,479,472696,2925,153
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 4 true,ClOS(=O)(=O)[N+]TC=NCTCc1nc(CC2(=C))c2n1I,470,217,89092,4105,-313
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,TSS(=O)(=O)[C@H]=[N+](I)Sc1cnccc1S[C@H]T,25,1,28779,4013,119
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 4 true,Tc1occc1c2c(X)onc2c3c(N(X)(TTC#CCI))coc3,580,253,180483,3779,200
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 4 true,C(N1SCCOTN1([N+]#CN(F)C#C[TH+]C(=T)T))#C,4378,2107,942438,2241,-114
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 1 4 true,C(CC(C)CCOCCOCCOCCTCC(CC(CSC)C1CTCTN1))Cl,197,17,206602,4216,195
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 1 2 true,C(CC(C#C)C#CCOCOC#COC#COC)C=CTTTC1CTCTC1,41,0,64401,3240,-160
40 maxMarginal true false 2 1 1800 2750 3250 -200 -100 1 2 true,C(CC(C#C)C#CCOCOC#COC#COC)C=CTTTC1CTCTC1,41,0,82244,3240,-160
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 3 true,FTC(T)(T)c1cnc(C[C@@H]=NN2)c2c1O[TH+]TOI,3083,1477,767253,3219,-314
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 3 true,TTOC(Br)c1c[nH]nc1[TH+]CN(CC2(C3SSS3))C2Cl,461,207,213296,3867,-124
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 3 true,Br\C=[C@@](c1ncc2c(COTTC3(TS3)S2)c1)\S___,997,462,474667,3182,113
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,ITN(Cl)[TH+][TH+]CTOTCN(C1(N=C1)C)O[C@@]Br,52,11,39412,3983,-356
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 3 true,XTCTTc1c[nH]c(O\[N+](C=CC)=C(ST)/[C@])n1,1023,476,950696,2091,104
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 3 2 true,COC1CC(C2TC(COCC#CC#CC#CC3TTTOC3)OC2)TC1,37,1,90774,2980,-301
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 3 4 true,c1onc(C)c1N(TC2(C3TT3)(C=T))C2N=CSC[TH3+],1804,852,690283,2201,-345
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,[TH3+]SS(=O)(=O)SO[N+]C#[N+]S[C@H]C1C=CC1,24,1,24601,2814,-121
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,R\[C@H]=C(C\N=N\N(c1n(C)cnc1N=[C@@H]))/C,25,0,35488,2030,60
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,F/[TH+]=[C@@](Tc1cc(Br)cn1[C@H]c2cccs2)/O,1044,477,409806,2860,154
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 2 true,Cc1[nH]c(I)nc1TC#Cc2cnc(OTOTC[TH+]=CCl)o2,273,113,96797,3894,-104
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 4 true,BrOC(N=S)C(=NC1(C2(X)TT2))[C@@]1c3cccn3SR,6851,3330,991917,3151,-173
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,IC1(N=[TH+]1)[C@@]C#[C@@]C2(ON2(O(T)))SCl,29,0,35336,3155,-184
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,S=CSSCSc1[nH]c2c(N(I)T2)c1O\C(F)=[TH+]/O,6624,3218,1031181,4203,-103
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 4 true,RC1(N([C@H])N1)/C(C(T)TO\C=[C@@H]\S)=C/O,3080,1473,653120,1861,-110
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 2 true,XN=N[N+]S[TH+](OC1)C1C(TC#C)=N[C@][C@H]X,460,206,119317,1981,-302
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 2 true,XO[TH+]c1[nH]nnc1STN=[TH+]C2(C=CC2(CBr))I,1413,659,288343,3999,-157
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 3 2 true,ClOc1scnc1OC[N+][N+]TC2([TH+]C2(N3TC3))CCl,3576,1721,938939,2981,-340
40 maxMarginalStrength true false 2 1 1800 0 5000 -400 500 2 3 true,C1CC(CC(CCTC)CCCC(CCCCSCTCCCC2TCTC2))TC1,50,5,110929,3641,277
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,O(I)N=Cc1nc2(SS[C@@]N2)cc1N=C(C(Cl))[C@]Cl,616,267,180388,4481,105
40 maxMarginalLDS true false 2 1 1800 1750 2250 -200 -100 3 4 true,C1CC(C(C2CCTCC2)(C3C(C[C@]F)TTTC3))TC1__,40,0,123133,2220,-116
40 maxMarginal true false 2 1 1800 1750 2250 -200 -100 3 4 true,C1CC(C(C2CCTCC2)(C3C(C[C@]F)TTTC3))TC1__,40,0,198663,2220,-116
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 2 true,S=Cc1cocc1[C@]OCCOCC#C[TH+]([TH+](R)X)X_,1119,512,393964,2241,-391
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 4 true,c1c2([TH+]CTN=NS2)cnc1SN=NC(F)(C(C))CC#N,489,219,123202,2962,153
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 3 true,O=COTC#CS[C@H]=CCc1n(C2TN2)c(ON3(I))c3c1,6849,3328,1212123,3860,-147
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 3 true,C=CT[TH+]([C@]CC=O)C(TR)C1C=N[N+](=NX)O1,61,14,45969,1810,-180
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 3 true,c1[nH]nnc1C/[C@@]=C([C@][C@]N(R)C(C)C)\C,271,112,73539,2050,103
40 maxMarginalLDS true false 2 1 1800 3750 4250 -400 -300 1 3 true,C1C(C(CTCCOCCOCCOCC(CTCOCTCOCCCTT)))CCC1,562,29,975621,3860,-303
40 maxMarginal true false 2 1 1800 3750 4250 -200 -100 2 3 true,C1CC(CC2CCSCC2(C(COCTCTCTCOCTCTC)OF))SC1,39,0,139412,3922,-126
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 2 3 true,C1CC(CC2CCSCC2(C(COCTCTCTCOCTCTC)OF))SC1,39,0,139542,3922,-126
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,N1SN(TOCSON=[C@@](=CCl))[C@H]C=N[C@H]O1__,35,4,39039,2827,-130
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,Fc1oncc1TCC[TH+]=[N+]STN(Br)CC(F)C(Br)=NSF,38,5,30685,4560,116
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,Br[TH+]Sc1cocc1[C@]SOOCOC[C@@](OF)C(C)N=S,49,9,37377,4212,108
40 maxMarginalStrengthLDS true false 2 1 1800 0 5000 -400 500 3 3 true,C1CCCC(C2TC(C(CCCCCCCCCCCC3TCTC3))TC2)S1,200,17,776024,3481,368
40 maxMarginalStrength true false 2 1 1800 2750 3250 100 200 2 2 true,C1CC(CT)C(CC#CC#CC#CC=CCCCCTC2TTCOC2)TC1,41,0,104009,3060,177
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,CTc1[nH]nnc1SSON=C(X)[C@H]=C[C@](=C=CI)X,253,105,65741,3771,-318
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 4 true,[N+]Sc1cc(SN(SC(F)(I))C\[C@@H]=N/S)cn1TT,1187,548,299515,4223,168
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,C(Br)=C(Cl)[C@]O[C@H](N(R)COS[C@@]1)[N+]1R,55,13,30459,2885,104
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 4 true,S1N(T[C@](=C))C(CC(T[TH+]OT2)=C2C)N=NN1_,403,174,190644,1971,-356
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 2 true,FC(R)(SOC1TC1)O[C@@]2=[C@@H]T[C@H]=NOOO2,2781,1323,607156,2211,-122
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,X\C=C(N1N(Br)TTTN=[C@H]C1(OOCCCCCCCCBr))\T,36,3,33866,3968,156
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,c1c[nH]c(N(I)CS\C(CX)=[TH+]\S)c1c2ncoc2R,574,252,233167,3771,-142
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 3 true,Xc1nnoc1Sc2cnc(OS/N=[C@]([C@H](F)Cl)/C)o2,1750,815,476152,3227,131
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 2 3 true,C1CC(CC2CCOCC2(C(COCOC)CTCCCTCCCOCX))OC1,41,0,139365,3840,152
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 4 true,C1SN=CN(N=Cc2scc([O-])c2ST(C(=C)Br))C=NO1,57,14,56507,3912,197
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 2 true,O(c1[nH]ccc1F)T\[C@@]([TH+]=NN2OTC2)=C\T,242,102,153877,1810,-312
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,BrC1=[C@@]T[C@@H](Cl)C(TTO[TH+]2TOC2)=NSS1,2785,1327,920734,2876,-309
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 2 true,N#Cc1oc2c(STN2(F))c1TSN=COc3ccccc3[TH+]_,39,8,64065,3062,145
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 3 3 true,XN1OC[C@@H]C2(CN2(I))[TH+](TTTC3)N3CN1__,1431,667,386278,2809,-305
