[INFO] Scanning for projects...
[INFO] 
[INFO] -------------------------< minicpbp:minicpbp >--------------------------
[INFO] Building minicpbp 1.0
[INFO]   from pom.xml
[INFO] --------------------------------[ jar ]---------------------------------
[INFO] 
[INFO] --- exec:3.1.0:java (default-cli) @ minicpbp ---
nb eq ; ineq 4 ; 0
maxMarginal
c Warning: method updateBelief not implemented yet for LinEqSystemModP constraint. Using uniform belief instead.
[INFO] Now solving
No restarts
T(TTC(C#CTCCC)CTC(CC)C#COC(CC))C________ weight of 2320 logP of 0
TC(TC(C=CTCCC#CTC(CC)C)C#C(CR))C________ weight of 2140 logP of 0
CSTOC(C=CTC=C=CTC(CC#C)C=C(CX))C________ weight of 2461 logP of 0
TTOCC(C=CTC=COCTC(CCOC)CCC(CR))C________ weight of 2680 logP of 0
CTSCC(C=CTCTC=CTC(CC#CCC)C(CX))C________ weight of 2621 logP of 0
O(OCC(C)CTC=C=CTC(CCTC=CTC(C)))C________ weight of 2360 logP of 0
ROC=C(COCTCTCOCTC(CC#CTCOC(C)))C________ weight of 2680 logP of 0
S(Cl)C(COCTC#C)CTC(CC\C=C/C(CX))C________ weight of 2726 logP of 0
RTC=C(CSCTC#C)CTC(CCOC=COC(CR))C________ weight of 2661 logP of 0
O(T(C(C(CTC)COCTC=CC)CSCOC(C)))C________ weight of 2741 logP of 0
RTC(C(C(CTCTC=CTC=CC)CCCSC(C)))C________ weight of 2521 logP of 0
O(TOC(C(CTCSCOCTC=CCTC)C)C(CT))C________ weight of 2741 logP of 0
TCN(C(C#CTC=C)CTC=CCOCOCTC(CR))C________ weight of 2490 logP of 0
S=CTC(C#CTCTC#CTC=CCCC=CTC(CF))C________ weight of 2601 logP of 0
RCN(C(C=CTCOCCCTC=CCTC)C#C(CC))C________ weight of 2610 logP of 0
C(COC(C=CTC#COCTC=CCTC)CTC(CC))C________ weight of 2620 logP of 0
TCC(C(C=CTC=CTCTC=CCSCCC=C(C)))C________ weight of 2621 logP of 0
FN=CC(C=CTCSC=CTC=CC\C=C/C(CT))C________ weight of 2651 logP of 0
CTC(C(CCCTC=C)CTC=CCTCSC#C(CX))C________ weight of 2621 logP of 0
CN=CC(CTCTC#CCCTC=CCOCOC#C(CX))C________ weight of 2730 logP of 0
T(R)C(CTCTC#CCCTC=CCSCCC#C(CC))C________ weight of 2601 logP of 0
T(F)C(CTCTC#COCTC=CCTCOC=C(CCl))C________ weight of 2725 logP of 0
CTSTC(COCTC)C(CTC=CC#COC=C(CT))C________ weight of 2661 logP of 0
T=COC(CSCTC=C=CTC=CCTCCC#C(CC))C________ weight of 2741 logP of 0
XN=NC(CSCTCTC#CTC=CC#CCCCC(CR))C________ weight of 2741 logP of 0
S(Cl)C(C(CTCTCTCTC#CC)CCC#C(CT))C________ weight of 2686 logP of 0
TTC(C(C(CTCOCSCTC#CCTC)COC(C)))C________ weight of 2701 logP of 0
RN(CC(C(CTCSC=CTC#CCOC)C=C(C)))C________ weight of 2651 logP of 0
RCCOC(C(CTC#COCTC#CC#COC)C(CT))C________ weight of 2600 logP of 0
T=NCC(C(CTC)C(CTC#CC#CSCTC(C)))C________ weight of 2471 logP of 0
FC(SC(C#CTC=CCCTC#CCTCTC#C(C)))C________ weight of 2601 logP of 0
N(=NC(C#CTCOC#CTC#CC)CTC=C(CC))C________ weight of 2400 logP of 0
TCCTC(C=CTCCCOCTC#CC/C=C/C(CT))C________ weight of 2460 logP of 0
XON(C(C=CTCOCCCTC#CC#C)CTC(CX))C________ weight of 2470 logP of 0
RN(SC(CCCTC)C#CTC#CC#CTC=C(CR))C________ weight of 2431 logP of 0
FN(TC(CTCTCCC=CTC#CCCC=CTC(C)))C________ weight of 2490 logP of 0
C(R)C(CTCTCSCCCTC#CC#COC#C(CX))C________ weight of 2601 logP of 0
TCN(C(CTCTC=COCTC#CC#COC)C(CX))C________ weight of 2470 logP of 0
S(T)C(CTCTCCC(CTC#CC#C)C#C(CR))C________ weight of 2301 logP of 0
C(=NC(COCTCOC(CTC#CCCCTC)C(C)))C________ weight of 2650 logP of 0
T(C=C(COCTCTC=CTCCCC)C=CCC(CF))C________ weight of 2660 logP of 0
FTCOC(C)CTCOC(CTCCCCTC=C=C(CR))C________ weight of 2700 logP of 0
FC(OC(C(CTC)CSCTCTCC#C)C=C(CX))C________ weight of 2701 logP of 0
C(OCC(C(CTC=CCCTCTCC#C)C)C(CT))C________ weight of 2480 logP of 0
N#CTC(C(CTC=C)CTCTCCOCCC#C(CF))C________ weight of 2630 logP of 0
TN(OC(C#CTCOCOCTCTCC#C)COC(CX))C________ weight of 2670 logP of 0
C(C=C(C=CTCCC#CTCTCCOCCC)C(CT))C________ weight of 2600 logP of 0
RN(OC(C=CTCTC=CTCTCCSC=CCC(C)))C________ weight of 2671 logP of 0
FC(OC(C#CTC=CTCTCOCCTC#C)C(CT))C________ weight of 2500 logP of 0
O(N=C(C#CTC)C#CTCOCCCCCCCC(CT))C________ weight of 2750 logP of 0
T(CSC(C#CTC)C=CTCOCC#COCTC(CT))C________ weight of 2641 logP of 0
COC=C(C(CTC=CCCTC)CCTC#CCC(CX))C________ weight of 2600 logP of 0
O=C(C(C(CTCTC=CTC)CCOC)C#C(CCl))C________ weight of 2685 logP of 0
C(OOC(C(CTC#CCCTC)CCCCTC#C(C)))C________ weight of 2620 logP of 0
FON=C(C(CTCOC(CTC)CC)CTC#C(CR))C________ weight of 2550 logP of 0
C(TOC(C#CTCCC#CTC)CCCCTC#C(CT))C________ weight of 2420 logP of 0
O(SOC(C#CTC#CTCTC)CCOCTC#C(CT))C________ weight of 2641 logP of 0
TCTSC(C=CTC=C(CTC)CC#CSC#C(CR))C________ weight of 2622 logP of 0
CCCSC(C=CTC=C(CTC)CC/C=C\C(CT))C________ weight of 2641 logP of 0
TN(CC(C)CTCSC(CTC)CC/C=C\C(CF))C________ weight of 2731 logP of 0
C(#CC(CTCTC=CCCTC)CCSCTC=C(CR))C________ weight of 2621 logP of 0
TN(OC(C(CTCTCTCTCSCC#C)C)C(CF))C________ weight of 2731 logP of 0
CTCTC(C#CTCSC(CTC(CC=C)C#COCX))C________ weight of 2621 logP of 0
C(Cl)C(CTCTC#C(CTC(CC=C=CSC)CR))C________ weight of 2686 logP of 0
TOTTC(C(CTC#C(CTCOCC=C=C=COC)))C________ weight of 2340 logP of 0
O(C)C(C(CTC)C(CTCCCC=CTCOCCCT))C________ weight of 2680 logP of 0
RCSCC(CTCTC=C(CTC#CC=C=CCC#CX))C________ weight of 2561 logP of 0
T(F)C(COCTCSC(CTCTCC=C=C=CTCF))C________ weight of 2741 logP of 0
FCTCC(C=CTCTC(CTC#CC=C=COC#CF))C________ weight of 2620 logP of 0
XCCOC(C#CTC=C(CTCOCC=CCC#COCX))C________ weight of 2740 logP of 0
RTN(C(C=CTC#C(CTCTCC=CCCCC#C)))C________ weight of 2270 logP of 0
C(O(C(C)CTCTC(CTC#CC=CCC)COCR))C________ weight of 2500 logP of 0
XSOTC(C=CTC=C(CTC=CC=COC#CTCF))C________ weight of 2661 logP of 0
CCC(C(C(CTC)C#CTC(CC=C)C#COCR))C________ weight of 2440 logP of 0
COC(C(C(CTCTC#CTC(CC=CCC)C=C)))C________ weight of 2460 logP of 0
O(C=C(C#CTCSCTCTC(CC=C=COC)CX))C________ weight of 2641 logP of 0
C(OSC(CCCTC#CTCTC(CC=C=C)CTCT))C________ weight of 2641 logP of 0
FCOOC(C=CTC#CTCTC(CC=CTCCC=CR))C________ weight of 2640 logP of 0
TTCCC(CCCTCCC#CTC(CC=CTC#COCC))C________ weight of 2720 logP of 0
CCC(C(C=CTCSC#CTC(CC=COC)C#CR))C________ weight of 2741 logP of 0
CN(TC(C=CTCSC=CTC(CC=C)C=C=CF))C________ weight of 2651 logP of 0
RCCCC(C(CTCCC#CTC#CC=C=C=CSCX))C________ weight of 2701 logP of 0
T(OOC(C(CTCTC=CTCCCC=C=CTC)CC))C________ weight of 2500 logP of 0
T(N=C(C(CTC#CCCTCCCC=CTCSC)CR))C________ weight of 2631 logP of 0
T(S(C(C(CTC#CCCTC)CC=CTCSC)CT))C________ weight of 2682 logP of 0
RC(CC(C(CTC=COCTCOCC=C)CTC=CC))C________ weight of 2640 logP of 0
T(T(C(COCTCTCOCTC#CC=C=C=C=C)))C________ weight of 2160 logP of 0
ROC(C(CCCTCOC#CTC=CC=C=CTC=CF))C________ weight of 2620 logP of 0
S(T(C(C#CTC=COCTCOCC=CTCOC)CX))C________ weight of 2681 logP of 0
T(C(C(C#CTC=C)CTC#CC=COCOC#CT))C________ weight of 2260 logP of 0
T(CCC(C#CTC=CTCTC=CC=COC=C=CT))C________ weight of 2260 logP of 0
ClTN(C(C#CTCOC=CTC=CC=COCTC#CX))C________ weight of 2635 logP of 0
CC(=C(C#CTCSCTCTC=CC=COC=C=CR))C________ weight of 2581 logP of 0
XC(=C(C#CTC=C=CTCCCC=COCCC#CT))C________ weight of 2380 logP of 0
S(T(C(C)CTC=C=CTCCCC=COC#CTCF))C________ weight of 2661 logP of 0
C(X)C(C=CTC=C(CTC(CC)C=CSCTCX))C________ weight of 2361 logP of 0
XTC=C(C=CTC=C(CTC(CC#COCOCCC)))C________ weight of 2460 logP of 0
XOC=C(C)CTC=C(CTC(CCOCTC=C=CT))C________ weight of 2340 logP of 0
TSC(C(CCCTC=C(CTC(CCOC)C=C)CX))C________ weight of 2681 logP of 0
TON(C(C(CTC=C(CTC=CCTC)C)COCR))C________ weight of 2390 logP of 0
O(X)C(C=CTC=C(CTC=CC#COC=CSCX))C________ weight of 2481 logP of 0
CC=NC(C=CTC=C(CTC#CCSC#COC=CT))C________ weight of 2711 logP of 0
T(X)C(C=CTC=C(CTC#CCSC=C=CCCT))C________ weight of 2301 logP of 0
O(OOC(C#CTC=C(CTC#CCSC/C=C/C)))C________ weight of 2641 logP of 0
T=C(C(CCCTC=C(CTCTCCOC)COCCCR))C________ weight of 2660 logP of 0
CTC(C(CCCTC=C(CTCCCCOCTC#C)CT))C________ weight of 2620 logP of 0
FTC(C(C(CTC=C(CTCCCC)C=CCC)CT))C________ weight of 2520 logP of 0
T(N=C(C#CTC=C=CTC(CCOC)CCCOCX))C________ weight of 2470 logP of 0
CC(TC(C=CTC=C=CTC#CC#CSCCCTCX))C________ weight of 2561 logP of 0
ClC(=C(C(CTC=C)CTC(CC)CCCTCCCT))C________ weight of 2685 logP of 0
S(TSC(C(CTC=CTCTC(CC)C=COC)CR))C________ weight of 2722 logP of 0
T(X)C(C(CTC=COCTC(CC)CSC=COCF))C________ weight of 2741 logP of 0
XTCCC(C#CTC=CSCTC(CC#CCCOC#CT))C________ weight of 2721 logP of 0
O(C)C(C#CTC=CSCTC(CCCC#CTC#CR))C________ weight of 2581 logP of 0
O(OCC(C=CTC=CCCTC=CCTCCC#CCCX))C________ weight of 2740 logP of 0
C(TTC(C=CTC=CCCTCCCC#CCCOCTCC))C________ weight of 2740 logP of 0
O(COC(COCTC=CCCTC=CC#CCC#CTCT))C________ weight of 2740 logP of 0
T(N=C(C#CTC=CTCTC#CC#COCTCSCF))C________ weight of 2611 logP of 0
CC(TC(C=CTC=CTCTC#CCCC=C=CCCX))C________ weight of 2400 logP of 0
T(O(C(COCTC=CTCTC=CC#COCOC)CX))C________ weight of 2520 logP of 0
TC(=C(C#CTC=COCTC=CC#COCTCCCC))C________ weight of 2560 logP of 0
C(C(C(C#CTC=COCTCTCC)COCCCTCT))C________ weight of 2640 logP of 0
O(C(C(C)CTC=CSCTC=CCTC=C=CTCT))C________ weight of 2501 logP of 0
TN(TC(C)CTC#C(CTC(CC)CTCSC=CC))C________ weight of 2511 logP of 0
XC(=C(CCCTCCC(CTC(CC)C=C)C#CX))C________ weight of 2300 logP of 0
ROC(C(COCTCSC(CTC(CC)C#CTC)CT))C________ weight of 2701 logP of 0
T(TOC(C(CTCCC(CTC(CCTCCC)C)C)))C________ weight of 2400 logP of 0
RTOCC(C#CTCCC(CTC(CCCC=C)C#CX))C________ weight of 2440 logP of 0
RC=CC(COCTCCC(CTC(CCCC=C=C)CR))C________ weight of 2620 logP of 0
C(=NC(CTCTCOC(CTC(CCOC)C=CTC)))C________ weight of 2530 logP of 0
T=COC(CCCTC#C(CTC(CC#COC)CTCR))C________ weight of 2460 logP of 0
T=COC(CCCTCTC(CTC(CC#COC)C=CT))C________ weight of 2480 logP of 0
CTC(C(C=CTCTC(CTC(CCSCOC)C)CX))C________ weight of 2701 logP of 0
TTN=C(C(CTCCC(CTCCCCOCOC=C)CR))C________ weight of 2670 logP of 0
T(C#C(C(CTCOC(CTC)CCCCTC)C=CT))C________ weight of 2340 logP of 0
FTC(C(C(CTCOC(CTCCCC)C=CCC#C)))C________ weight of 2660 logP of 0
TCCOC(C(CTCOC(CTCCCC/C=C\C)CT))C________ weight of 2680 logP of 0
RCC(C(C#CTC)C(CTC=CC#CCCCCTCF))C________ weight of 2600 logP of 0
T(STC(C#CTCCC(CTC#CC#C)CCCCCT))C________ weight of 2581 logP of 0
FC(=C(C#CTCOC(CTC)CCOCTC#CTCF))C________ weight of 2680 logP of 0
C(TOC(C=CTCCC(CTC=CC)CTCCC#CX))C________ weight of 2460 logP of 0
C(=CC(C=CTCSC(CTC=CC)CTCTC#CF))C________ weight of 2641 logP of 0
C=CCC(C=CTCSC(CTC#CCTC#COC=CR))C________ weight of 2721 logP of 0
XCN=C(C=CTCCC(CTCTCC#CCC#CTCF))C________ weight of 2590 logP of 0
CTN=C(CCCTC#C(CTCOCCOC=CCC#CT))C________ weight of 2730 logP of 0
T=C(C(COCTCCC(CTC=CC#CCC)CCCT))C________ weight of 2600 logP of 0
XCTOC(CSCTC#C(CTC#CC#CCC=COCT))C________ weight of 2741 logP of 0
XOC=C(C(CTCTC=CTC(CC)CCCCC=CC))C________ weight of 2620 logP of 0
T(T)C(C(CTCTCOCTC(CC)CCC#CCCC))C________ weight of 2500 logP of 0
XON=C(C(CTCTCOCTC(CCTC#CCC=C)))C________ weight of 2490 logP of 0
TC(CC(C(CTCCC=CTC(CC)CCC)C#CR))C________ weight of 2460 logP of 0
[O-]C(C(CTCCC#CTC(CC#C)CSCTCT))C________ weight of 2501 logP of 0
RTCOC(C(CTCCC#CTC(CC#COC#C)CT))C________ weight of 2440 logP of 0
XOTCC(C(CTCOC=CTC(CC)C#CCC=CC))C________ weight of 2620 logP of 0
RCCTC(C(CTCOCOCTC(CC)C#CCC=CR))C________ weight of 2640 logP of 0
RCN=C(C(CTC#COCTC(CC)CTCOC=CF))C________ weight of 2670 logP of 0
O(OOC(C(CTC#COCTC(CCTC=C=C)C)))C________ weight of 2520 logP of 0
XC(=C(C(CTC)CCCTC(CCTCOC)C=CR))C________ weight of 2360 logP of 0
C(T(C(C(CTC)CTCTC(CCTC)CCC=C)))C________ weight of 2220 logP of 0
C=NTC(C(CTCSCOCTC(CCTCTC=C=C)))C________ weight of 2671 logP of 0
S(CTC(C#CTCTC#CTC(CCCCTC=COC)))C________ weight of 2621 logP of 0
T(OSC(C#CTCTCTCTC(CC#CCC)C#CC))C________ weight of 2601 logP of 0
T(TCC(C#CTCCC)CTC(CCOCCC=CTCF))C________ weight of 2660 logP of 0
[O-]C(C#CTCSC=CTC(CC#CCC=COCR))C________ weight of 2621 logP of 0
TTN(C(C=CTC#C)CTC(CCSC=CSC#CX))C________ weight of 2632 logP of 0
XC(=C(CTCTCCC=CTC(CCCC=CSC)CR))C________ weight of 2641 logP of 0
S(C(C(CTCTCOCTCTC(CC#C)C)C=CX))C________ weight of 2521 logP of 0
TC(OC(CTCTC#CCCTC(CC#COC)CCCR))C________ weight of 2620 logP of 0
C=C(C(CTCTC#COCTC(CCTCTCOCCC)))C________ weight of 2640 logP of 0
N(=NC(CTCTC)C#CTC(CCTC=COC=CT))C________ weight of 2320 logP of 0
S(C(C(CTCTC)CTCTC(CC)C=C=COCF))C________ weight of 2721 logP of 0
RCC(C(CCCTCCC#CTC(CC)C#CCCCCT))C________ weight of 2720 logP of 0
C(CCC(CCCTC)CTCTC(CC#CTC=CTCC))C________ weight of 2600 logP of 0
T=CCC(COCTCTCCCTC(CCCC#CCC#CR))C________ weight of 2720 logP of 0
T(C=C(COCTCOC)CTC(CC#CTCCC#CX))C________ weight of 2460 logP of 0
O(CTC(C)CTCTC#CTC(CCTC#COC#CC))C________ weight of 2440 logP of 0
CTC=C(C(CTCOC#CTC=CCOC=CCC=CX))C________ weight of 2580 logP of 0
C(F)C(C(CTCTCTCTC=CCOCOCTC#CC))C________ weight of 2680 logP of 0
RC(OC(C(CTCTC=CTC=CC#C)CCCTCF))C________ weight of 2500 logP of 0
S(N=C(C(CTCTC=CTC=CC#C)COCTCR))C________ weight of 2491 logP of 0
XCC=C(C(CTCOCCCTC=CC#CTCOC#CR))C________ weight of 2580 logP of 0
CC(TC(C(CTC#C)CTC=CCCC=CTCCCF))C________ weight of 2620 logP of 0
TC(OC(CCCTCCC#CTC=CCSC#CTC#CT))C________ weight of 2721 logP of 0
C=NTC(C(CTCCC=CTC#CCCCTCCC=CX))C________ weight of 2570 logP of 0
RC(OC(C(CTC#COCTC#CC)CTCOC=CT))C________ weight of 2480 logP of 0
T=C(C(COCTCCC#CTC#CCTC=C=C=CCl))C________ weight of 2585 logP of 0
RN(CC(C(CTC)COCTC#CC#CTC=CCCR))C________ weight of 2450 logP of 0
TC(TC(C#CTCCCTCTC#CCOCOC#COCC))C________ weight of 2740 logP of 0
XN(SC(C=CTCTC=CTC#CC#COC#CTCC))C________ weight of 2571 logP of 0
RC(=C(C=CTCOC#CTC#CCSC#CTCCCX))C________ weight of 2561 logP of 0
FC(=C(CTCTCCCOCTC#CCOC#CCC#CX))C________ weight of 2740 logP of 0
ClON(C(CTCTCTC#CTC#CCCC#CCC#CR))C________ weight of 2735 logP of 0
T=C(C(COCTCOC#CTC#CCTC=C=CTCF))C________ weight of 2460 logP of 0
TC(TC(C(CTC)C#CTCCCCSC=C=C=CR))C________ weight of 2461 logP of 0
RCN(C(C#CTCCC=CTCCCCCC#CTC=CR))C________ weight of 2550 logP of 0
TSN(C(C(CTC#COCTC)CCTC#COC=CR))C________ weight of 2651 logP of 0
N#CSC(C(CTCCC=CTCTCC#COC=C=CX))C________ weight of 2731 logP of 0
C(=NC(C(CTCCC)CTCTCCOC#CTC=CC))C________ weight of 2610 logP of 0
CCC(C(C(CTCOC=CTCTCCTCTC#CCC)))C________ weight of 2620 logP of 0
C(=CC(C(CTCTC=CTCTCCOC=C=CSC)))C________ weight of 2641 logP of 0
O=C(C(C(CTC)C=CTCTCCOC=C=C=CX))C________ weight of 2320 logP of 0
RC(=C(C#CTC#COCTCTCC#CCC=COCF))C________ weight of 2580 logP of 0
CN(CC(C=CTC#CTCTCTCC#CCCOC#CX))C________ weight of 2550 logP of 0
T(C)C(C(CTC#COCTCOCCTCCC#CCCX))C________ weight of 2620 logP of 0
C(O(C(C=CTCCC#CTCOCCTCCC)CTCR))C________ weight of 2640 logP of 0
T=C(C(C#CTCOC#CTCSCCCC=COC#CR))C________ weight of 2721 logP of 0
C(OCC(C=CTC(C(CTC)CC(COC#CT))))C________ weight of 2360 logP of 0
CON(C(C=CTC(CSCTCTCC(C(CTC)))))C________ weight of 2571 logP of 0
FN(CC(C=CTC(CSCTCCCC(C(C)CX))))C________ weight of 2731 logP of 0
XTCCC(C#CTC(C=CTC)CC(C(C(CR))))C________ weight of 2040 logP of 0
ROOOC(C#CTC(C=CTC#CC(C(C(C)))))C________ weight of 2200 logP of 0
CON(C(C#CTC(C=CTC#CC(C#COCCl))))C________ weight of 2635 logP of 0
TON(C(C(CTC(C#CTC#CC(C)C#CR))))C________ weight of 2010 logP of 0
RSOCC(C(CTC(C)CTC(CC(CCC#CT))))C________ weight of 2541 logP of 0
XOCOC(COCTC(C=CTC#CC(C(C#CF))))C________ weight of 2520 logP of 0
C(T(C(CCCTC(CTCTCTCC(C#C)CC))))C________ weight of 2200 logP of 0
T(T(C(CSCTC(COCTC#CC(C#C)CF))))C________ weight of 2401 logP of 0
CTC(C(C)CTC(CSCTC(CC(COC#CF))))C________ weight of 2721 logP of 0
BrOTTC(C=CTC(C)CTC(CC(C(C#C))X))C________ weight of 2709 logP of 0
T(TOC(C#CTC(COCTCOCC(C#C)CC)X))C________ weight of 2360 logP of 0
S(R)C(C#CTC(C)CTC(CC(CSCCCR)X))C________ weight of 2562 logP of 0
RC(TC(C)CTC(C(CTC(CC(C)C)CCl)X))C________ weight of 2305 logP of 0
FON(C(CCCTC(C(CTCTCC(C)CTC))X))C________ weight of 2450 logP of 0
CSTCC(CCCTC(COCTC(CC(CTC#C))X))C________ weight of 2681 logP of 0
XOOTC(CCCTC(C)CTC#CC(COC(CF)X))C________ weight of 2580 logP of 0
FTSCC(COCTC(C#CTCTCC(C(CCC))X))C________ weight of 2721 logP of 0
C(T)C(COCTC(CCCTCTCC(COC=CC)X))C________ weight of 2540 logP of 0
TSN(C(CTCTC(C#CTC#CC(C)C=CF)X))C________ weight of 2371 logP of 0
C(C#C(C=CTC(C=CTCSCC(C)COCC)R))C________ weight of 2641 logP of 0
C=NCC(C=CTC(C=CTC(CC(C=CTC))R))C________ weight of 2170 logP of 0
O(R)C(C=CTC(COCTC=CC(C#COCC)R))C________ weight of 2360 logP of 0
FOTSC(C=CTC(C=CTC#CC(CTCCCF)R))C________ weight of 2721 logP of 0
COC=C(C(CTC(CCCTCSCC(C)CTCT)R))C________ weight of 2701 logP of 0
TOOCC(CCCTC(CCCTCCCC(C(C)CX)R))C________ weight of 2700 logP of 0
ClCCTC(CCCTC(C=CTC=CC(CCC=CX)R))C________ weight of 2665 logP of 0
FC(CC(CTCTC(C#CTC=CC(CTCOC))R))C________ weight of 2380 logP of 0
O(R)C(C=CTC(COCTCTCC(C)C(CCl)T))C________ weight of 2465 logP of 0
FTN=C(C=CTC(C=CTCOCC(COCSCR)T))C________ weight of 2731 logP of 0
COCSC(C#CTC(CTCTC(CC(C)C=CR)T))C________ weight of 2521 logP of 0
ClTC=C(C#CTC(CCCTC#CC(CCCTCC)T))C________ weight of 2625 logP of 0
FCTCC(C)CTC(C(CTC(CC(CTCCC))T))C________ weight of 2420 logP of 0
RN=CC(CCCTC(C(CTC1CC(CSC)C1)T))C________ weight of 2531 logP of 0
N#COC(COCTC(C#CTC(CC(C=C)CR)T))C________ weight of 2330 logP of 0
CC=CC(COCTC(CTCTC)CC(CTC(CCl)T))C________ weight of 2725 logP of 0
RC#CC(CSCTC(COCTCTCC(C#C(C))T))C________ weight of 2501 logP of 0
O=NOC(C(CTC(C)CTCOCC(C)C(CC)C))C________ weight of 2710 logP of 0
ROOTC(C=CTC(C#CTCCCC(C=C=CR)C))C________ weight of 2320 logP of 0
XCC=C(C#CTC(COCTC#CC(C#COCT)C))C________ weight of 2420 logP of 0
CON(C(C)CTC(CCCTC=CC(CCC#CT)C))C________ weight of 2630 logP of 0
T(N=C(CTCTC(C#CTCOCC(CCC)CF)C))C________ weight of 2530 logP of 0
TOOOC(CTCTC(CTCTC)CC(C=C(CC)F))C________ weight of 2600 logP of 0
FCCTC(CCCTC(C#CTC)CC(C(CTCF)F))C________ weight of 2740 logP of 0
TSOTC(C=CTC(C#CTCOCC(C1CTC1)Cl))C________ weight of 2726 logP of 0
C=NOC(C#CTC(COCTC(CC(C)CTCX)Cl))C________ weight of 2715 logP of 0
T=NCC(C=CTC(C#CTC=CC(C(C)CX)Cl))C________ weight of 2355 logP of 0
RCCTC(C(CTC(COCTC(CC(C)C)CX)Cl))C________ weight of 2605 logP of 0
TCTOC(C=CTC(C#CTC#CC(CCC=CT)Cl))C________ weight of 2485 logP of 0
T=C(C(CCCTC(C#CTCCCC(C)CCCR)Cl))C________ weight of 2665 logP of 0
TOC(C(C#CTC(CCCTCTCC(C#C)CF)Cl))C________ weight of 2705 logP of 0
TCN(C(C)CTC(CCCTCCCC(C(CSC)T)))C________ weight of 2711 logP of 0
TSCCC(CTCTC(CCCTCCCC(C(C=C)T)))C________ weight of 2681 logP of 0
TON(C(CTCTC(CSCTC#CC(COC#C)T)))C________ weight of 2531 logP of 0
XCN=C(COCTC(CCCTCOCC(C=C=C)TX))C________ weight of 2510 logP of 0
O(C(C(C=CTC(C)CTC)CC(CTC=C)TR))C________ weight of 2080 logP of 0
XC(OC(C)CTC(COCTC=CC(CCC#C)TR))C________ weight of 2360 logP of 0
T(X)C(C=CTC(C=CTCOCC(C)C(C)TBr))C________ weight of 2729 logP of 0
TSSOC(C(CTC(C=CTCTCC(C=C)C)OR))C________ weight of 2742 logP of 0
FOSCC(C#CTC(C#CTCTCC(C(C)C)OR))C________ weight of 2701 logP of 0
C(R)C(CTCTC(C)CTCSCC(C(C#C)OX))C________ weight of 2401 logP of 0
C#CSC(C#CTC(CCCTCTCC(C)C(C)OT))C________ weight of 2641 logP of 0
RCN(C(CTCTC(COCTC)CC(C(C)C)OF))C________ weight of 2610 logP of 0
FOTCC(CCCTC(C#CTC=CC(C=C)C)(F))C________ weight of 2540 logP of 0
COSOC(C)CTC(C(CTC)CC(COC=C)(X))C________ weight of 2741 logP of 0
XN=NC(C#CTC(CCCTC)CC(C=CTC)(X))C________ weight of 2180 logP of 0
C(F)C(COCTC(C=CTC)CC(CTCTC)(C))C________ weight of 2420 logP of 0
ClTSOC(C(CTC(C=CTCTCC(C#C)C)=T))C________ weight of 2566 logP of 0
RTN(C(C=CTC(C)CTCSCC(CCCTC)=O))C________ weight of 2551 logP of 0
T(X)C(CCCTC(C#CTC(CC(C=C)C)=S))C________ weight of 2201 logP of 0
RC(=C(CTCTC(CCCTC=CC(C(C)C)R)))C________ weight of 2060 logP of 0
T(Cl)C(CTCTC(COCTC#CC(C(CSC)R)))C________ weight of 2606 logP of 0
XOTOC(COCTC(C=CTC#CC(COC(C)R)))C________ weight of 2400 logP of 0
FTTSC(COCTC(C#CTCCCC(C(COC)X)))C________ weight of 2741 logP of 0
N(=NC(CCCTC(C)CTCTCC(COC(C)F)))C________ weight of 2580 logP of 0
S=C(C(C#CTC(CTCTC#CC(COCTC)F)))C________ weight of 2521 logP of 0
FTN=C(C=CTC(C#CTC1CC(CTC)CTN1))C________ weight of 2200 logP of 0
S(F)C(COCTC(CSCTC#CC(C(C)C=T)))C________ weight of 2742 logP of 0
O=CTC(C#CTC(CCCTCOCC(C(C)COT)))C________ weight of 2520 logP of 0
RSN=C(C(CTC(C)CTC(CC(CSC)CTT)))C________ weight of 2592 logP of 0
TOCTC(COCTC(CCCTC#CC(C#C)C(R)))C________ weight of 2340 logP of 0
XSN=C(COCTC(C=CTC=CC(C#C)C(Cl)))C________ weight of 2696 logP of 0
T(CTC(C=CTC(C#CTCSCC(C#C)CTCl)))C________ weight of 2526 logP of 0
CCCOC(C)CTC(COCTC(CC(C(C)C=O)))C________ weight of 2700 logP of 0
TC(=C(C#CTC(CCCTCOCC(COC)C#N)))C________ weight of 2470 logP of 0
TCTOC(C#CTC(C=CTCCCC(C#C)COTC))C________ weight of 2460 logP of 0
FTC=C(CTCTC(COCTC)CC(C(C)COTF))C________ weight of 2620 logP of 0
RC=CC(C)CTC(CCCTC#CC(C=C)C(TT))C________ weight of 2160 logP of 0
FTCSC(CSCTC(C)CTC#CC(C=C)C(TX))C________ weight of 2722 logP of 0
T=CCC(COCTC(COCTC#CC(C=C)CTTCl))C________ weight of 2685 logP of 0
CC=CC(C#CTC(CTCTC)CC(CCC)C(OX))C________ weight of 2480 logP of 0
FTTCC(CCCTC(C#CTCCCC(C=C)CCOX))C________ weight of 2660 logP of 0
T(OOC(CCCTC(C)CTC#CC(CTC)COOX))C________ weight of 2560 logP of 0
FC(SC(C)CTC(C=CTC)CC(C=C)C(=T))C________ weight of 2401 logP of 0
